name,latitude,longitude,subtype,year,description,image_url,official_url,county,city
Exeter Township Hall,42.023032728494854,-83.47975919704511,1,2001,"Exeter Township Hall
Exeter was organized in 1836 and named for the New York birthplace of the township’s first postmaster, Henry Palmer. In 1890 local officials set aside five hundred dollars to build this hall. The Canada Southern Railway, which ran through the township, spurred Exeter’s logging, charcoal, and limestone industries. Bricks, barrels, and broomsticks were produced in Maybee and Scofield. The area outside the villages was farmland.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/71/attachments/93,,Monroe,Exeter Township (Near Maybee)
Packard Motor Car Company / Packard Proving Grounds,42.661399000000074,-83.03416999999996,5,2005,"Packard Motor Car Company
In 1899 brothers James Ward and William Doud Packard founded the Ohio Automobile Company in Warren, Ohio.  In 1902 Detroiter Henry Joy and several other local investors purchased the company, moved it to Detroit, and renamed it the Packard Motor Car Company.  During the 1920s and 1930s, Packard set the standard for luxury and design.  Under the direction of chief engineer Jesse G. Vincent, Packard, known as “America’s Master Motor Builder”, also made advances in aviation technology.  Vincent contributed to the development of the Liberty aircraft engine during World W…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/72/attachments/96,,Macomb,Shelby Township
Hemingway at Walloon Lake,45.26243900000003,-84.93338799999998,,2010,"Hemingway at Walloon Lake
In 1899 the Hemingways of Oak Park, Illinois, built a summer cottage called Windemere some six miles northwest of here on Walloon Lake. Young Ernest Hemingway (1899-1961) spent his days at the lake reading, fishing, hunting, and boating. In 1921 he and Hadley Richardson married at a Methodist Church in Horton Bay and honeymooned at Windemere. Hemingway lived and traveled throughout the world, yet his boyhood experiences and the people he knew in Horton Bay and Walloon Lake continued to inspire his writing. Local friends such as Bill and Katy Smith and the Dilworths s…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/73/attachments/99,,Charlevoix,Walloon Lake
St. Peter's Evangelical Lutheran Church,42.46698200000003,-82.95592800099996,,2001,"St. Peter's Evangelical Lutheran Church
Erin Township’s German immigrants first worshipped together in a log church amid an oak forest in 1846. The following year the Reverend John Friedrich Winkler helped organize St. Peter’s church as a “country church” near Detroit. This is the third building occupied by the congregation. Dedicated in 1950, the church and school were designed by Merritt and Cole and are fine mid-twentieth-century interpretations of the Neo-Gothic style. The church bells were brought from the congregation’s second church, which stood two blocks south of here from 1859 to 19…",,,Macomb,Eastpointe
Indian Cemetery,43.62120300000004,-84.79796299999998,,1987,"Indian Cemetery
In the 1850s the Methodist Episcopal (Indian) Church established the Bradley Mission School and Indian Cemetery in this area. The cemetery served the mission until the late 1860s. Only a few grave markers are visible, and it is not known how many Indians were buried here. The best-known Indian buried here was Chief Shawshawwawnabeece (1817-1868). As leader of the Saginaw Swan Creek and Black River Band of Chippewa, he signed the Treaty of 1855, which set aside six adjoining townships of land in Isabella County for his tribe.",,,Isabella,Mount Pleasant
Sumnerville Mounds / Sumnerville Cemetery,41.912307000000055,-86.20479699999999,5,2000,"Sumnerville Mounds
Between the first and fourth centuries A.D. Hopewell Indians built nine burial mounds near here.  The six remaining earthen mounds reflect the Hopewellian culture, which flourished in the Eastern Woodlands of North America, primarily in Illinois and Ohio. Sumnerville is one of the few places in Michigan where Hopewellian mounds have survived into the twentieth century.  While most mounds have been destroyed by plowing or construction, the Sumnerville mounds were preserved by the landowners. Some of the artifacts removed from the mounds during the late nineteenth century wer…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/77/attachments/2372,,Cass,Niles
Hesler Log House,44.99045000000007,-85.47981199999998,2,2001,"Hesler Log House
The Hesler house is a rare surviving log house dating from the early settlement of the Old Mission Peninsula. From 1854 to 1856, Joseph and Mary Hesler built the house of hand hewn pine and hemlock logs fourteen miles south of here on the eastern shore of the peninsula. Joseph and Mary, from Canada and Ireland respectively, were among a number of Irish, English, Canadian, and Scottish immigrants living in the southern part of the township in 1860.

Hesler Log House
Completed in 1856, the Hesler Log House typifies the first shelters built by early pioneers. Faced with acres of…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/78/attachments/2385,,Grand Traverse,Traverse City
Ferry Street School,41.83182900000003,-86.25135799999998,,1980,"Ferry Street School
Constructed in 1867 at a cost of nearly three thousand dollars, the Ferry Street School opened in January 1868 as Niles’s school for “colored children.” In 1870 the Niles school system was integrated, and this facility closed. It reopened as an integrated school in 1873. The west wing was added in 1903. From 1956 to 1975 the School for Exceptional Children was located here. In 1975 concerned citizens began restoring the original building to its nineteenth century style. Nineteenth century one room schools in this community typically contained a woodburning stove, woodbox,…",,,Berrien,Niles
Johnson's Tavern,42.282452000000035,-83.38434199999995,,1969,"Johnson's Tavern
In 1824 George M. Johnson purchased eight acres of land from the government and erected a log tavern at this location, a day’s journey from Detroit. Stephen G. Simmons bought the tavern from Johnson in 1825 and operated it until he was hanged for the murder of his wife in 1830. In 1832 the tavern, located on the new Detroit-Chicago military road, was purchased by Ezra Derby. He later subdivided some of his land and sold lots. A hamlet known as Derby’s developed around the tavern, and in 1836 the name of the settlement was changed to Wayne, apparently to honor General Anthony…",,,Wayne,Wayne
Isaac Watts Willard / Isaac Watts Willard,42.24500000000006,-86.07069999999999,5,2016,"Isaac Watts Willard
In 1838, Isaac Watts Willard (1803-1879) and partners Peter Gremps and Lyman Daniels surveyed and platted the village of Paw Paw. That same year, Gremps and Willard opened a mercantile and grist mill in the village. Willard moved to Paw Paw in 1840 and opened a hotel. At the site of this marker, he built a saw mill, which he operated until his death. A Vermont native, Willard first visited Michigan in 1830. A year later, he moved to White Pigeon and opened a mercantile with future governor John Barry. After the partnership ended in 1834, Willard moved to Kalamazoo and open…",,,Van Buren,Paw Paw
Lake Huron,45.58971600000007,-84.16295499999995,4,1956,"Lake Huron
This, the fifth largest lake in the world, was the first of the Great Lakes seen by white men. By following the Ottawa River route, Samuel de Champlain in 1615 came to the “Freshwater Sea.” It was half a century before the French fully understood the lake’s size. Lake shipping has swelled immensely since the [Griffon’s] solitary voyage in 1679. Much of the shore is still as wild as when the Huron Indians were the only travelers on the lake.",,,Presque Isle,Bearinger Township
Meadow Brook Hall,42.67223800000005,-83.20148999999998,,1979,"Meadow Brook Hall
Home of Alfred G. and Matilda Dodge Wilson (widow of John Dodge), this Tudor-style mansion was built 1926-29. William E. Kapp of Smith, Hinchman and Grylls designed the hall, incorporating details from famous homes of England. Mr. and Mrs. Wilson deeded the hall and its fourteen hundred-acre estate to Michigan State University in 1957 to found what is now Oakland University. The hall opened to the public in September 1971 as a conference and cultural center of the university.",,,Oakland,Rochester Hills
First Methodist Episcopal Church,42.02047700000003,-86.18430999999998,,1999,"First Methodist Episcopal Church
Circuit-riding ministers established a Methodist class in Silver Creek Township in 1843. Five families attended the earliest meetings, held in the home of Leroy L. Curtis, the first class leader.  In 1844 the Reverend David Whitlock was appointed minister to the group and conducted services in the Indian Lake schoolhouse. During the ministry of the Reverend John R. Richards, church members used lumber from nearby farms to build this Greek Revival-style church in 1869. Two local men, Enos Bowerman and Will Hess, served as contractor and carpenter for the constr…",,,Cass,Dowagiac
